Ürün,Kod,2022 Ağırlık,Grup,2024 Ağırlık
Çamaşır Makinesi,05312,0.47926742789031185,Çamaşır ve bulaşık makineleri,0.5292119203945981
Bulaşık Makinesi,05312,0.2233734845405422,Çamaşır ve bulaşık makineleri,0.24665125113820194
Ankastre Mikrodalga Fırın,05313,0.08668744101818428,"Fırın, ocak ve fırınlı ocak",0.08272992738714614
Ankastre Ocak (Set Üstü) ,05313,0.06154857037215615,"Fırın, ocak ve fırınlı ocak",0.058738713449887306
Ankastre Fırın,05313,0.03230028234684258,"Fırın, ocak ve fırınlı ocak",0.03082568803222675
Klima,05314,0.17752802480417226,Klima ve ısıtıcılar,0.13890593383135486
Soba,05314,0.0395442939135857,Klima ve ısıtıcılar,0.03094123916394235
Kombi,05314,0.22052802294812957,Klima ve ısıtıcılar,0.17255107185123406
Davlumbaz,05314,0.029035130067831216,Klima ve ısıtıcılar,0.022718395365665993
Elektrikli Süpürge,05315,0.27482204064866567,Diğer büyük ev aletleri (elektrikli süpürge vb.),0.2477738039594749
Elektrikli Kesici Aletler (Blender),05320,0.05913128253481364,Elektrikli küçük ev aletleri,0.06397068039388322
Elektrikli Küçük Ev Aletleri (Tost Makinası),05320,0.03733581408506554,Elektrikli küçük ev aletleri,0.04039143627021785
Sıcak İçecek Makinaları,05320,0.09340273568857513,Elektrikli küçük ev aletleri,0.10104696357854875
Ütü,05320,0.04259836637408706,Elektrikli küçük ev aletleri,0.04608468417734538
Ev Aletlerinin Tamiri (Malzeme ve İşçilik),05330,0.18478967928217602,Ev aletlerinin onarımı,0.1746859200442421
Cam Ev Eşyası,05401,0.09694642175362639,"Cam, porselen, seramik vb. mutfak eşyaları",0.10542490397651934
Porselen Ev Eşyası,05401,0.12459762795889286,"Cam, porselen, seramik vb. mutfak eşyaları",0.13549435580665983
"Kaşık, Çatal, Bıçak Takımı (Çelik)",05402,0.053378205145085,Çatal-bıçak takımı,0.0460895063827566
Çelik Mutfak Eşyaları,05403,0.16416419117364683,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.12349568583999189
Teflon Mutfak Eşyaları,05403,0.05212033460758994,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.039208529110747105
Plastik Mutfak Eşyaları,05403,0.10852962859155241,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.0816435108110527
Diğer Elektriksiz Ev Aletleri,05403,0.06904121692602087,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.05193758988821019
Pil,05521,0.03669141188978782,"Çeşitli küçük aksesuarlar (pil, ampul vb.)",0.03734370942995761
Ampul,05521,0.0732088521559043,"Çeşitli küçük aksesuarlar (pil, ampul vb.)",0.07451035438000489
"Kapı Aksesuarları (Anahtar, Kilit)",05522,0.04660551330277303,Evle ilgili küçük bakım-tamir mal ve hizmetleri,0.03867236117704574
Soba Aksesuar ve Malzemeleri,05522,0.04606703985148726,Evle ilgili küçük bakım-tamir mal ve hizmetleri,0.038225546233562765
Çamaşır İçin Temizlik ve Bakım Ürünleri,05611,0.6614109710591071,"Ev ile ilgili temizlik malzemeleri (deterjan, yumuşatıcı vb.)",0.8796057683011248
Bulaşık İçin Temizlik ve Bakım Ürünleri,05611,0.3001981030184202,"Ev ile ilgili temizlik malzemeleri (deterjan, yumuşatıcı vb.)",0.3992313321099422
Hijyenik Zeminler İçin Temizlik ve Bakım Ürünleri,05611,0.09447966637792671,"Ev ile ilgili temizlik malzemeleri (deterjan, yumuşatıcı vb.)",0.12564783949700087
Her Türlü Ev Temizlik Aletleri,05612,0.04492178450794277,"Ev ile ilgili diğer temizlik malzemeleri (bulaşık süngeri, çöp torbası vb.)",0.030249575003773285
Bulaşık Bezleri,05612,0.02253355036690688,"Ev ile ilgili diğer temizlik malzemeleri (bulaşık süngeri, çöp torbası vb.)",0.015173714254484511
Saklama ve Muhafaza Malzemeleri,05612,0.09609979971832362,"Ev ile ilgili diğer temizlik malzemeleri (bulaşık süngeri, çöp torbası vb.)",0.06471199065818564
Kağıt Sofra Malzemeleri,05612,0.16876716690309781,"Ev ile ilgili diğer temizlik malzemeleri (bulaşık süngeri, çöp torbası vb.)",0.11364497491204797
Gündelikçi Ücreti,05621,0.4384557301150973,Ev içi hizmetler (gündelikçi ücreti),0.40134381321246
Halı Temizleme,05622,0.08472280828270275,Ev eşyalarının yıkanması ve temizlenmesi hizmetleri,0.0837257660790776
İlaçlar,06110,0.6741876334654788,İlaçlar,0.718052484084294
Diğer Sağlık Ürünleri,06120,0.09679526140822584,Diğer sağlık ürünleri (hasta bezi vb.),0.0967836779418261
Numaralı Gözlük Cam ve Çerçevesi,06131,0.15273150716637193,Gözlükler ve kontakt lensler,0.22881514187152077
Kontakt Lens,06131,0.023036125476084662,Gözlükler ve kontakt lensler,0.03451163690304384
Sağlık İle İlgili Araç Gereçler (Tansiyon Aleti),06132,0.09034809652926815,Diğer sağlık ekipmanları (tansiyon aleti vb.),0.119952641322943
Uzman Doktor Muayene Ücreti,06212,0.45882775336508463,"Ayakta tedavi hizmetleri (muayene ücreti, muayene katkı payı vb.)",0.5421457901854437
Diş Çekme Ücreti,06220,0.14092847669031222,Diş hekimliği hizmetleri,0.18512881620651503
Diş Dolgu Ücreti,06220,0.4748209205038995,Diş hekimliği hizmetleri,0.623742177502848
Röntgen Ücreti,06231,0.043291037386324574,"Tıbbi tahlil, analiz ve röntgen çekim hizmetleri",0.04847339352574716
Ultrason Ücreti,06231,0.05040923011661919,"Tıbbi tahlil, analiz ve röntgen çekim hizmetleri",0.0564437028146782
Emar Ücreti,06231,0.07289438729886986,"Tıbbi tahlil, analiz ve röntgen çekim hizmetleri",0.08162055091968158
Labaratuvar Tahlil Ücretleri,06231,0.244901729036946,"Tıbbi tahlil, analiz ve röntgen çekim hizmetleri",0.27421883612550807
Hastane Yatak Ücreti,06300,0.03625040245718021,Hastane hizmetleri,0.0356028508462236
Ameliyat Ücreti,06300,0.585887175887167,Hastane hizmetleri,0.575421300783223
Doğum Ücreti (Normal Doğum),06300,0.023386701982054687,Hastane hizmetleri,0.02296893843966836
Doğum Ücreti (Sezaryen),06300,0.0696624615862913,Hastane hizmetleri,0.06841806052683573
Otomobil (Dizel),07111,1.7961557592384652,Dizel otomobiller (sıfır km),1.3994617264543823
Otomobil (Benzinli),07113,5.472288261117009,Benzinli otomobiller (sıfır km),7.0774184748288285
Motorsiklet,07120,0.28056799164365603,Motosikletler,0.350255494594753
Bisiklet,07130,0.056449654744063694,Bisikletler,0.0589985375614228
Araç Yedek Parça ve Ekipmanları,07210,0.39120266647129043,Kişisel ulaştırma araçlarının yedek parça ve aksesuarları,0.36778234857840264
"Araba İle İlgili, Temizlik ve Bakım Ürünleri",07210,0.016627606814708353,Kişisel ulaştırma araçlarının yedek parça ve aksesuarları,0.01563215389279685
Benzin,07220,1.4714751439689964,"Kişisel ulaştırma araçlarının yakıt ve yağları (benzin, motorin, motor yağı)",1.1199427586454598
LPG (Araba Tüpü Dolum)  Ücreti,07220,1.3838669407763498,"Kişisel ulaştırma araçlarının yakıt ve yağları (benzin, motorin, motor yağı)",1.0532639750005681
Motorin,07220,2.015432219154974,"Kişisel ulaştırma araçlarının yakıt ve yağları (benzin, motorin, motor yağı)",1.5339496073954209
Motor Yağları,07220,0.044777547750560864,"Kişisel ulaştırma araçlarının yakıt ve yağları (benzin, motorin, motor yağı)",0.03408028369264697
Araçların  Tamirine ve Bakımına Ödenen Ücretler (Malzeme ve işçilik),07230,1.0737792630868876,Kişisel ulaştırma araçlarının bakım ve onarımı,0.9727467552520948
Araçların  Tamirine ve Bakımına Ödenen Ücretler (İşçilik),07230,0.1489477514764048,Kişisel ulaştırma araçlarının bakım ve onarımı,0.13493317195774915
Araba Kiralama Ücreti,07240,0.06613063502705477,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.06212041313326222
Otopark Ücreti,07240,0.03486017414994277,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.032746221463108155
Otoban Geçiş Ücreti,07240,0.010676771786914854,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.010029322628784195
Köprü Geçiş Ücreti,07240,0.0049329693352160075,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.004633829585213647
Sürücü Eğitim Kurs Ücreti,07240,0.08693837512207414,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.08166635293171323
Tren Ücreti Banliyo,07311,0.002461160155797698,Demiryolu ile şehir içi yolcu taşımacılığı,0.003781382502711814
Metro Ücreti,07311,0.0018323886396820973,Demiryolu ile şehir içi yolcu taşımacılığı,0.002815323628549483
Tramvay Ücreti,07311,0.0014039283767428475,Demiryolu ile şehir içi yolcu taşımacılığı,0.002157027524750963
Tren Ücreti (Şehirlerarası),07312,0.040946356778076745,Demiryolu ile şehirler arası yolcu taşımacılığı,0.0680965501958229
Belediye Otobüs Ücreti,07321,0.13125438044224697,Otobüs ile şehir içi yolcu taşımacılığı,0.17412694531273779
Dolmuş Ücreti,07321,0.6515704208676362,Otobüs ile şehir içi yolcu taşımacılığı,0.8643975664624619
Servis Ücreti,07321,0.5882538873564501,Otobüs ile şehir içi yolcu taşımacılığı,0.7803994969813023
Taksi Ücreti,07322,0.21440572916453324,Taksi ile şehir içi yolcu taşımacılığı,0.310085016146972
Şehirlerarası Otobüs Ücreti ,07323,0.42410471120761317,Karayolu ile şehirler arası yolcu taşımacılığı,0.439612942338757
Uçak Bileti Ücreti,07330,0.24020344497352997,Havayolu ile yolcu taşımacılığı,0.22548279718541775
Vapur Bilet Ücreti ,07340,0.02480394883996863,Deniz ve yurt içi su yolu ile yolcu taşımacılığı,0.03158486108967632
Kargo Gönderme Ücreti,07360,0.020139660923221087,"Diğer satın alınan ulaştırma hizmetleri (nakliye, kargo vb.)",0.0223325785943345
Nakliye Ücreti (Şehiriçi),07360,0.10845671721032302,"Diğer satın alınan ulaştırma hizmetleri (nakliye, kargo vb.)",0.12026608443989943
Koli Gönderme Ücreti,08100,0.0014683625262429873,Posta hizmetleri,0.00186439700041746
Telefon Ekipmanları (Cep Telefonu),08200,0.9236804448426885,"Mobil telefon, ekipman ve aksesuarları",0.9915898082151944
Telefon Yedek Parçaları ,08200,0.07561792423896849,"Mobil telefon, ekipman ve aksesuarları",0.081177384897999
Telefon Onarım Ücreti,08200,0.06217432582419832,"Mobil telefon, ekipman ve aksesuarları",0.06674540763978785
Telefon Görüşme Ücreti ,08300,0.09404070590988464,Telefon (mobil ve sabit hat) ve internet ücretleri,0.07588249733912997
Cep Telefonu Görüşme Ücreti,08300,2.103542106079228,Telefon (mobil ve sabit hat) ve internet ücretleri,1.6973716511684223
Telefon Aboneliğine İlişkin Hizmetler,08300,0.004061891618701223,Telefon (mobil ve sabit hat) ve internet ücretleri,0.0032775857748589287
İnternet Ücreti,08300,0.5183857608098098,Telefon (mobil ve sabit hat) ve internet ücretleri,0.41829126796419125
Televizyon,09111,0.6032522244825199,Televizyonlar,0.568820531803586
Bilgisayar,09130,0.15098241779185612,Bilgisayar ve ekipmanları,0.1505030749555483
Bilgisayar Ekipmanları,09130,0.08346270174735294,Bilgisayar ve ekipmanları,0.08319772223009124
Tablet (Bilgisayar),09130,0.01735409418281025,Bilgisayar ve ekipmanları,0.01729899796135081
Görsel İşitsel Veri İşleme Araçları Tamiri (Malzeme ve İşçilik),09150,0.04815763812218249,Görsel ve işitsel cihazların bakım ve onarımı,0.053336341036904336
"Görsel, İşitsel Veri İşleme Araçları (İşçilik Ücreti)",09150,0.0065103931273993365,Görsel ve işitsel cihazların bakım ve onarımı,0.007210497891244014
Müzik Aletleri ,09220,0.06817370057459479,Müzik enstrümanları,0.0744847007546912
Oyuncak,09310,0.0926863262594265,"Oyunlar, oyuncaklar ve hobiler",0.09549143298414889
Scooter (Çocuk),09310,0.09909659371564156,"Oyunlar, oyuncaklar ve hobiler",0.10209570407686983
Sporla İlgili Aletler (Futbol Topu),09320,0.09879802132605321,"Spor, kamp ve açık hava eğlence malzemeleri",0.104718392421907
Evcil Hayvanlar İçin Gıda Harcamaları,09340,0.21232182978886371,Evcil hayvanlar ile ilgili ürünler,0.18250112745997
Veteriner Ücreti,09350,0.022146033925577444,Evcil hayvanlarla ilgili veterinerlik ve diğer hizmetler,0.024562457834762
Spor Müsabakalarına Giriş Ücreti,09410,0.032795798135821876,Eğlence ve spor hizmetleri,0.038105375177344566
Sportif Faaliyetler İçin Yapılan Ödemeler,09410,0.49861874878270385,Eğlence ve spor hizmetleri,0.5793441712909513
Resim Çektirme Ücreti,09421,0.04532558795507365,Fotoğrafçılık hizmetleri,0.0453685563418622
Kablolu- Özel Televizyon Yayın Hizmetleri,09422,0.17730150833886565,"Diğer eğlence ve kültür hizmetleri (sinema, tiyatro vb.)",0.21766561246194244
Sinema,09422,0.04358802339957132,"Diğer eğlence ve kültür hizmetleri (sinema, tiyatro vb.)",0.05351118497615975
Tiyatro,09422,0.011813359699580356,"Diğer eğlence ve kültür hizmetleri (sinema, tiyatro vb.)",0.014502765364679796
Diğer Kültürel Faaliyetler,09422,0.03409112537863619,"Diğer eğlence ve kültür hizmetleri (sinema, tiyatro vb.)",0.041852242288178555
Şans Oyunları,09430,0.03135464741468,Şans oyunları,0.03965419044567608
Çocuk Kitapları,09510,0.02763093370745669,Kitaplar,0.027625434967864734
Test Kitapları,09510,0.13481387443975731,Kitaplar,0.13478704558204385
Diğer Kitaplar,09510,0.1394926427020524,Kitaplar,0.1394648827383344
Gazeteler,09520,0.03149760767389722,Gazete ve dergiler,0.02329501167221171
Magazinler ve Dergiler,09520,0.011725555441057486,Gazete ve dergiler,0.008671990383858985
Okul Defteri,09540,0.05353869356468578,Kırtasiye malzemeleri,0.043312262028087155
Kalem,09540,0.045007002827128745,Kırtasiye malzemeleri,0.03641021044326075
Resim Boyaları,09540,0.028274317163409682,Kırtasiye malzemeleri,0.022873636842991752
Yazım ve Çizim Kağıtları,09540,0.015012648041540556,Kırtasiye malzemeleri,0.012145080546745877
Diğer Kırtasiye Malzemeleri ,09540,0.057753584434728375,Kırtasiye malzemeleri,0.046722066145972685
Yurtiçi Haftasonu Turları,09600,0.007798119716658796,Paket turlar,0.019008019477828295
Yurtiçi Bir Hafta ve Daha Fazla Süreli Turlar,09600,0.02123634408567698,Paket turlar,0.05176386830226369
Yurt Dışı Bir Hafta ve Daha Fazla Süreli Turlar,09600,0.0023981425169798927,Paket turlar,0.005845503958599523
Hacca Gidiş Ücreti,09600,0.05829650063773151,Paket turlar,0.1420984878244483
Umreye Gidiş Ücreti,09600,0.05085158967213948,Paket turlar,0.1239514193276205
Özel İlköğretim Ücreti,10100,0.4776832834499808,Okul öncesi eğitim ve ilköğretim,0.389774456954521
Özel Lise Ücreti,10200,0.8334754159300206,Orta öğretim,0.617166478008931
Özel Üniversite Ücreti,10400,0.4499734413583232,Üniversite eğitimi,0.5139001874888669
Üniversite Katkı Payı,10400,0.07535436169357389,Üniversite eğitimi,0.08605979163022268
Düzeyi Belirlenemeyen Eğitim Programları,10500,0.19948219537275416,Yaygın eğitim hizmetleri (dershane ve kurslar),0.1896990859174588
Çorbalar,11101,0.2528234157743696,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.2932031318643822
"Hazır Yemekler (Pilav, Kuru Fasulye)",11101,1.0044571504682913,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",1.1648841205583158
Kebaplar,11101,0.7571163241511896,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.8780392304520159
Pideler,11101,0.5689889233979245,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.6598650438506064
Çiğ Köfte,11101,0.30507573115872333,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.3538009308100726
Ekmekarası Yiyecekler (Döner),11101,0.877090742803598,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",1.017175374882119
Burgerler,11101,0.8155673102519901,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.9458257214019321
Pizzalar,11101,0.2429400789474538,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.2817412769485842
Pastane Ürünleri,11101,0.28911730723231865,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.33529370567623795
Hamur Tatlıları,11101,0.07478519303778092,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.08672951731388903
Sıcak İçecekler (Servis edilen),11102,0.8676088813524278,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",1.0257175873710487
Soğuk İçecekler (Servis edilen),11102,0.05555604374425019,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",0.06568029947365786
Ayran (Servis edilen),11102,0.09865313506635554,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",0.11663118930861696
Alkollü İçkiler,11102,0.14838483870132552,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",0.17542575004294003
Otel Ücreti,11201,0.5220332765968293,"Otel, pansyion vb. yerlerde konaklama hizmetleri",0.5333724452581576
Yurt Ücreti,11202,0.2349859440316338,Diğer konaklama hizmetleri (öğrenci yurtları),0.24051467478742508
Erkek Berberi,12111,0.2586612479506204,Erkekler için kuaförlük hizmetleri,0.27777047582473
Kadın Berberi,12112,0.20674419244560613,Kadınlar için kuaförlük hizmetleri,0.23701830882376396
Kişisel Bakım Hizmetleri (Kadın İçin),12112,0.08723447959948696,Kadınlar için kuaförlük hizmetleri,0.100008462541125
Elektrikli Saç Bakım Aletleri,12120,0.04109023605306596,Kişisel bakımda kullanılan elektrikli aletler,0.04591099756682908
Tıraş Malzemeleri,12130,0.05345095087842658,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.05183156662858603
Ağız ve Diş Bakımı Ürünleri,12130,0.13294663299431153,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.12891879663214845
Tuvalet ve Güzellik Sabunu,12130,0.12311953518721673,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.11938942687570418
Sabun,12130,0.03916766297393334,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.03798101436468193
Parfüm,12130,0.1256315248272771,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.12182531166838535
Deodorant,12130,0.051251127570438926,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.049698390576799485
Kolonya,12130,0.04955733333051824,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.048055912612258764
Cilt ve Vücut Ürünleri,12130,0.17770668954662047,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.1723227738367271
Makyaj Malzemeleri,12130,0.09516510222458681,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.09228191932242516
Saç Bakım Ürünleri,12130,0.3256189695468365,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.31575380864571806
Tuvalet Kağıdı,12130,0.2349182924411601,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.22780105735877745
Mendil,12130,0.10103027929652235,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.09796940123240894
Bebek Bezi,12130,0.38414538152246336,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.3725070669506352
Hijyenik Kadın Bağı,12130,0.08108023776504608,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.07862377893967022
Mücevher (Altın),12310,1.0020820066465013,"Mücevheratlar, saat ve kol saatleri",0.4055420191871222
Saat,12310,0.13946323895375634,"Mücevheratlar, saat ve kol saatleri",0.05644069362841496
Seyahat Malzemeleri,12321,0.030544932680426913,Seyahat malzemeleri ve diğer kişisel aksesuarlar,0.031471398273057574
Çanta (Kadın İçin),12321,0.0963633241022135,Seyahat malzemeleri ve diğer kişisel aksesuarlar,0.09928614292477474
Okul Çantası,12321,0.051646593440510966,Seyahat malzemeleri ve diğer kişisel aksesuarlar,0.053213098506992226
Şemsiye,12322,0.027754432498480423,Başka yerde sınıflandırılmamış diğer kişisel aksesuarlar,0.028271432562379656
Bebek Arabası,12322,0.12958374119527077,Başka yerde sınıflandırılmamış diğer kişisel aksesuarlar,0.13199758274947745
Kreş ve Gündüz Bakım Evleri,12400,0.21209009111782767,Çocuk bakım hizmetleri (kreşler),0.22132140018855
"Yangın, Hırsızlık ve Diğer Afetler İçin Sigorta",12520,0.01454430723625717,Konut sigortası,0.01605119703684289
Sağlık Sigortası,12530,0.021326187370819354,Sağlık sigortası,0.0261377322573484
Kasko ve Zorunlu Trafik Sigortası,12540,0.2113248916814812,Ulaştırma sigortası,0.16396167616707458
Banka ile Para Havale Ücreti,12620,0.0038674086723324056,Başka yerde sınıflandırılmayan diğer mali hizmetler (para havale ücreti vb.),0.00433616376218543
Resmi Evraklarla İlgili Hizmet Ücreti,12700,0.12981551490707638,"Başka yerde sınıflandırılmayan diğer hizmetler (noterlik, avukatlık hizmetleri vb.)",0.13649298779029082
Ulaşım Araçları ile İlgili Hizmet Ücreti,12700,0.13648057309139383,"Başka yerde sınıflandırılmayan diğer hizmetler (noterlik, avukatlık hizmetleri vb.)",0.1435008843889741
Avukatlık Ücreti,12700,0.17270332066601635,"Başka yerde sınıflandırılmayan diğer hizmetler (noterlik, avukatlık hizmetleri vb.)",0.18158686391132028
Dökümantasyon İçin Ödenen Ücretler,12700,0.01904083072349577,"Başka yerde sınıflandırılmayan diğer hizmetler (noterlik, avukatlık hizmetleri vb.)",0.020020256263817593
